Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
 59.766  -499.9  59.766  -499.9
 59.961  -499.9  59.961  -499.9
 60.156  -499.9  60.156  -487.9
 60.352  -490.2  60.352  -465.9
 60.547  -470.5  60.547  -440.7
 60.742  -438.3  60.742  -402.4
 60.938  -408.2  60.938  -360.0
 61.133  -356.0  61.133  -306.1
 61.328  -315.2  61.328  -262.9
 61.523  -246.2  61.523  -190.5
 61.719  -201.1  61.719  -141.9
 61.914  -133.1  61.914   -67.5
 62.109   -84.3  62.109   -25.5
 62.305   -10.5  62.305    47.1
 62.500    48.4  62.500   108.7
 62.695   122.7  62.695   177.8
 62.891   155.9  62.891   205.1
 63.086   230.8  63.086   275.1
 63.281   269.6  63.281   309.7
 63.477   328.2  63.477   357.8
 63.672   356.5  63.672   382.8
 63.867   396.9  63.867   421.9
 64.062   424.5  64.062   443.0
 64.258   453.3  64.258   466.1
 64.453   461.8  64.453   474.0
 64.648   479.4  64.648   480.9
 64.844   483.8  64.844   481.7
 65.039   483.5  65.039   472.7
 65.234   477.5  65.234   463.5
 65.430   458.4  65.430   431.9
 65.625   442.8  65.625   412.6
 65.820   403.5  65.820   362.1
 66.016   375.2  66.016   335.4
 66.211   327.5  66.211   276.6
 66.406   283.6  66.406   234.1
 66.602   229.6  66.602   171.9
 66.797   181.9  66.797   129.5
 66.992   100.3  66.992    39.5
 67.188    54.5  67.188    -2.5
 67.383   -25.1  67.383   -92.9
 67.578   -72.8  67.578  -130.6
 67.773  -144.6  67.773  -199.4
 67.969  -195.4  67.969  -246.9
 68.164  -264.1  68.164  -311.8
 68.359  -297.4  68.359  -340.1
 68.555  -355.7  68.555  -394.8
 68.750  -396.7  68.750  -426.3
 68.945  -435.2  68.945  -459.3
 69.141  -459.0  69.141  -473.5
 69.336  -483.2  69.336  -498.4
 69.531  -494.9  69.531  -499.9
 69.727  -499.9  69.727  -499.9
 69.922  -499.9  69.922  -498.6
 70.117  -499.9  70.117  -488.6
 70.312  -490.4  70.312  -467.4
 70.508  -463.6  70.508  -435.0
 70.703  -441.7  70.703  -404.4
 70.898  -394.8  70.898  -351.9
 71.094  -358.9  71.094  -310.8
 71.289  -299.0  71.289  -243.4
 71.484  -261.1  71.484  -203.5
 71.680  -178.7  71.680  -123.8
 71.875  -137.2  71.875   -76.9
 72.070   -54.4  72.070     7.1
 72.266   -11.0  72.266    47.3
 72.461    68.2  72.461   118.1
 72.656   109.7  72.656   162.7
 72.852   182.3  72.852   232.9
 73.047   217.6  73.047   264.9
 73.242   289.6  73.242   326.6
 73.438   322.6  73.438   359.0
 73.633   373.9  73.633   400.3
 73.828   398.5  73.828   418.0
 74.023   430.3  74.023   445.2
 74.219   450.4  74.219   463.0
 74.414   469.9  74.414   476.9
 74.609   477.9  74.609   481.5
 74.805   482.4  74.805   477.8
 75.000   483.2  75.000   474.6
 75.195   474.1  75.195   455.2
 75.391   461.7  75.391   441.1
 75.586   436.9  75.586   405.2
 75.781   414.0  75.781   379.3
 75.977   364.8  75.977   321.0
 76.172   337.8  76.172   289.6
 76.367   275.6  76.367   220.7
 76.562   222.0  76.562   168.4
 76.758   161.6  76.758   102.4
 76.953   106.0  76.953    53.2
 77.148    43.3  77.148   -24.9
 77.344    -8.0  77.344   -67.8
 77.539   -79.8  77.539  -137.9
 77.734  -130.4  77.734  -185.6
 77.930  -209.5  77.930  -257.2
 78.125  -257.9  78.125  -303.8
 78.320  -316.5  78.320  -362.7
 78.516  -350.6  78.516  -387.6
 78.711  -395.8  78.711  -428.4
 78.906  -431.9  78.906  -453.4
 79.102  -466.9  79.102  -483.2
 79.297  -476.1  79.297  -488.9
 79.492  -499.9  79.492  -499.9
 79.688  -499.9  79.688  -499.9
 79.883  -499.9  79.883  -499.9
 80.078  -499.9  80.078  -486.6
 80.273  -488.9  80.273  -462.5
 80.469  -467.9  80.469  -439.0
 80.664  -433.3  80.664  -396.8
 80.859  -402.4  80.859  -357.4
 81.055  -349.1  81.055  -297.3
 81.250  -308.2  81.250  -255.0
 81.445  -248.0  81.445  -189.7
 81.641  -199.6  81.641  -139.8
 81.836  -128.3  81.836   -64.1
 82.031   -69.0  82.031   -18.1
 82.227     3.4  82.227    60.1
 82.422    53.7  82.422   107.1
 82.617   118.2  82.617   170.0
 82.812   175.5  82.812   222.8
 83.008   234.0  83.008   277.9
 83.203   275.7  83.203   310.9
 83.398   325.4  83.398   358.1
 83.594   360.0  83.594   388.0
 83.789   403.3  83.789   423.7
 83.984   424.5  83.984   441.1
 84.180   454.2  84.180   465.4
 84.375   468.0  84.375   477.5
 84.570   480.9  84.570   481.7
 84.766   484.1  84.766   482.3
 84.961   484.1  84.961   472.7
 85.156   476.8  85.156   460.0
 85.352   462.2  85.352   434.8
 85.547   442.2  85.547   412.9
 85.742   409.4  85.742   372.4
 85.938   376.2  85.938   336.7
 86.133   330.9  86.133   278.4
 86.328   293.6  86.328   245.5
 86.523   223.9  86.523   160.5
 86.719   184.1  86.719   123.2
 86.914   107.0  86.914    39.2
 87.109    62.6  87.109     4.0
 87.305   -21.6  87.305   -85.0
 87.500   -75.8  87.500  -127.9
 87.695  -155.0  87.695  -207.4
 87.891  -187.7  87.891  -234.9
 88.086  -242.8  88.086  -296.8
 88.281  -301.8  88.281  -338.0
 88.477  -356.6  88.477  -394.7
 88.672  -381.3  88.672  -414.8
 88.867  -425.6  88.867  -458.0
 89.062  -453.2  89.062  -470.9
 89.258  -480.2  89.258  -497.2
 89.453  -493.1  89.453  -499.7
 89.648  -499.9  89.648  -499.9
 89.844  -499.9  89.844  -498.9
 90.039  -499.9  90.039  -488.2
 90.234  -491.5  90.234  -471.6
 90.430  -467.8  90.430  -440.4
 90.625  -448.1  90.625  -410.2
 90.820  -407.4  90.820  -364.9
 91.016  -371.3  91.016  -323.3
 91.211  -313.5  91.211  -260.5
 91.406  -269.8  91.406  -211.0
 91.602  -205.3  91.602  -142.3
 91.797  -151.5  91.797   -89.1
 91.992   -75.8  91.992   -13.8
 92.188   -30.7  92.188    36.0
 92.383    52.3  92.383   110.7
 92.578   104.2  92.578   156.1
 92.773   172.7  92.773   220.1
 92.969   213.0  92.969   259.2
 93.164   278.9  93.164   318.8
 93.359   312.1  93.359   345.2
 93.555   361.1  93.555   390.1
 93.750   391.4  93.750   418.1
 93.945   428.2  93.945   445.7
 94.141   443.3  94.141   459.4
 94.336   467.6  94.336   473.2
 94.531   476.1  94.531   480.3
 94.727   483.5  94.727   480.3
 94.922   482.5  94.922   476.6
 95.117   475.1  95.117   457.3
 95.312   463.5  95.312   441.6
 95.508   444.3  95.508   413.7
 95.703   427.5  95.703   394.7
 95.898   381.4  95.898   336.1
 96.094   350.0  96.094   302.5
 96.289   297.6  96.289   243.9
 96.484   253.5  96.484   201.9
 96.680   179.7  96.680   117.9
 96.875   127.0  96.875    70.8
 97.070    61.3  97.070    -6.1
 97.266    16.4  97.266   -44.2
 97.461   -61.6  97.461  -128.6
 97.656  -116.3  97.656  -178.3
 97.852  -183.5  97.852  -245.6
 98.047  -230.1  98.047  -271.7
 98.242  -297.6  98.242  -342.7
 98.438  -340.4  98.438  -375.7
 98.633  -389.7  98.633  -423.6
 98.828  -416.8  98.828  -442.1
 99.023  -451.3  99.023  -475.2
 99.219  -479.3  99.219  -489.6
 99.414  -497.6  99.414  -499.9
 99.609  -499.9  99.609  -499.9
 99.805  -499.9  99.805  -499.9
100.000  -499.9 100.000  -493.2
100.195  -494.9 100.195  -471.8
100.391  -480.8 100.391  -453.5
100.586  -447.9 100.586  -412.5
100.781  -422.8 100.781  -382.9
100.977  -373.0 100.977  -329.3
101.172  -338.4 101.172  -289.9
101.367  -271.4 101.367  -216.6
101.562  -225.3 101.562  -168.7
101.758  -150.4 101.758   -89.2
101.953  -100.2 101.953   -42.0
102.148   -30.7 102.148    31.6
102.344    35.1 102.344    89.9
102.539   102.7 102.539   156.6
102.734   141.0 102.734   191.0
102.930   216.6 102.930   261.2
103.125   257.7 103.125   302.0
103.320   313.7 103.320   347.4
103.516   346.2 103.516   373.9
103.711   390.8 103.711   414.5
103.906   413.6 103.906   433.9
104.102   445.1 104.102   461.4
104.297   459.7 104.297   470.2
104.492   476.1 104.492   479.3
104.688   482.8 104.688   481.6
104.883   483.4 104.883   475.0
105.078   479.6 105.078   467.7
105.273   467.9 105.273   446.2
105.469   452.1 105.469   426.5
105.664   423.2 105.664   387.9
105.859   401.2 105.859   363.1
106.055   353.7 106.055   308.5
106.250   305.1 106.250   253.8
106.445   248.8 106.445   195.9
106.641   203.2 106.641   148.1
106.836   139.3 106.836    73.2
107.031    74.8 107.031    18.8
107.227     6.8 107.227   -57.5
107.422   -37.4 107.422   -98.7
107.617  -121.2 107.617  -182.5
107.812  -164.0 107.812  -212.5
108.008  -238.4 108.008  -285.3
108.203  -272.6 108.203  -314.9
108.398  -335.5 108.398  -376.7
108.594  -376.1 108.594  -406.7
108.789  -418.9 108.789  -445.6
108.984  -441.0 108.984  -463.3
109.180  -473.0 109.180  -489.0
109.375  -485.4 109.375  -497.2
109.570  -498.6 109.570  -499.9
109.766  -499.9 109.766  -499.9
109.961  -499.9 109.961  -492.2
110.156  -499.9 110.156  -476.5
110.352  -478.8 110.352  -449.2
110.547  -457.7 110.547  -421.8
110.742  -418.9 110.742  -378.3
110.938  -383.1 110.938  -338.6
111.133  -328.5 111.133  -280.9
111.328  -288.3 111.328  -231.8
111.523  -213.9 111.523  -154.6
111.719  -162.2 111.719   -99.5
111.914   -88.8 111.914   -28.6
112.109   -41.3 112.109    15.6
112.305    33.9 112.305    91.8
112.500    86.4 112.500   140.5
112.695   148.0 112.695   203.3
112.891   194.3 112.891   239.2
113.086   251.1 113.086   291.2
113.281   290.4 113.281   328.8
113.477   339.6 113.477   374.4
113.672   370.8 113.672   395.9
113.867   411.3 113.867   433.2
114.062   436.7 114.062   451.7
114.258   460.6 114.258   471.5
114.453   472.5 114.453   476.3
114.648   481.8 114.648   480.5
114.844   487.3 114.844   480.5
115.039   482.1 115.039   467.4
115.234   475.7 115.234   458.7
115.430   454.9 115.430   426.9
115.625   423.1 115.625   390.7
115.820   391.8 115.820   348.6
116.016   356.2 116.016   312.6
116.211   312.6 116.211   259.5
116.406   271.4 116.406   219.7
116.602   197.0 116.602   136.8
116.797   158.4 116.797   101.0
116.992    58.3 116.992    -2.1
117.188    24.3 117.188   -42.6
117.383   -81.5 117.383  -137.0
117.578   -91.7 117.578  -149.2
117.773  -176.9 117.773  -228.5
117.969  -236.6 117.969  -284.0
118.164  -299.7 118.164  -341.9
118.359  -326.0 118.359  -366.7
118.555  -384.2 118.555  -414.6
118.750  -403.8 118.750  -430.6
118.945  -448.4 118.945  -469.3
119.141  -459.7 119.141  -480.1
119.336  -488.0 119.336  -499.9
119.531  -499.9 119.531  -499.9
119.727  -499.9 119.727  -499.9
119.922  -499.9 119.922  -497.9
120.117  -499.9 120.117  -485.7
120.312  -497.6 120.312  -474.8
120.508  -464.3 120.508  -434.0
120.703  -442.9 120.703  -403.3
120.898  -392.7 120.898  -347.9
121.094  -369.4 121.094  -322.4
121.289  -306.6 121.289  -252.4
121.484  -258.7 121.484  -203.1
121.680  -173.9 121.680  -111.8
121.875  -140.0 121.875   -78.0
122.070   -71.4 122.070   -18.4
122.266   -32.9 122.266    32.1
122.461    58.4 122.461   116.4
122.656    94.0 122.656   147.4
122.852   167.6 122.852   221.3
123.047   222.2 123.047   263.3
123.242   280.4 123.242   321.9
123.438   306.6 123.438   345.2
123.633   359.8 123.633   391.6
123.828   391.0 123.828   412.8
124.023   427.5 124.023   446.8
124.219   446.2 124.219   461.1
124.414   468.7 124.414   474.9
124.609   480.1 124.609   482.0
124.805   483.0 124.805   477.4
125.000   482.6 125.000   476.1
125.195   474.4 125.195   456.1
125.391   465.0 125.391   443.2
125.586   435.7 125.586   403.0
125.781   420.5 125.781   385.3
125.977   374.4 125.977   330.8
126.172   345.8 126.172   302.1
126.367   285.5 126.367   231.1
126.562   254.4 126.562   202.7
126.758   176.8 126.758   116.0
126.953   124.9 126.953    65.0
127.148    45.7 127.148   -17.2
127.344     7.2 127.344   -52.9
127.539   -71.8 127.539  -131.0
127.734  -115.9 127.734  -167.2
127.930  -198.7 127.930  -251.8
128.125  -229.8 128.125  -271.4
128.320  -299.0 128.320  -346.5
128.516  -340.8 128.516  -376.4
128.711  -393.7 128.711  -426.5
128.906  -415.6 128.906  -436.3
129.102  -457.6 129.102  -476.0
129.297  -470.7 129.297  -487.6
129.492  -499.9 129.492  -499.9
129.688  -499.9 129.688  -499.9
129.883  -499.9 129.883  -499.9
130.078  -499.9 130.078  -492.7
130.273  -493.8 130.273  -470.7
130.469  -481.1 130.469  -453.1
130.664  -441.9 130.664  -408.7
130.859  -417.1 130.859  -377.4
131.055  -367.7 131.055  -319.9
131.250  -331.6 131.250  -284.7
131.445  -266.3 131.445  -208.2
131.641  -221.9 131.641  -164.9
131.836  -146.9 131.836   -87.7
132.031  -115.7 132.031   -53.6
132.227   -23.3 132.227    33.5
132.422    30.5 132.422    90.5
132.617   102.8 132.617   159.5
132.812   138.9 132.812   188.0
133.008   207.0 133.008   256.0
133.203   256.9 133.203   296.4
133.398   303.7 133.398   345.1
133.594   338.7 133.594   370.0
133.789   385.7 133.789   410.2
133.984   415.1 133.984   435.5
134.180   447.0 134.180   463.1
134.375   461.6 134.375   470.2
134.570   475.4 134.570   478.5
134.766   483.6 134.766   483.7
134.961   485.9 134.961   477.1
135.156   483.4 135.156   473.0
135.352   468.7 135.352   446.4
135.547   457.5 135.547   431.9
135.742   421.5 135.742   386.1
135.938   403.6 135.938   365.5
136.133   351.9 136.133   305.3
136.328   312.1 136.328   259.8
136.523   250.9 136.523   191.5
136.719   214.5 136.719   157.0
136.914   144.5 136.914    82.6
137.109    93.2 137.109    33.6
137.305     6.3 137.305   -48.3
137.500   -19.4 137.500   -79.8
137.695  -108.5 137.695  -166.0
137.891  -158.2 137.891  -215.0
138.086  -231.8 138.086  -282.7
138.281  -252.2 138.281  -298.8
138.477  -324.9 138.477  -369.5
138.672  -359.3 138.672  -397.2
138.867  -415.1 138.867  -443.4
139.062  -429.3 139.062  -455.5
139.258  -464.6 139.258  -484.5
139.453  -489.9 139.453  -495.6
139.648  -499.9 139.648  -499.9
139.844  -499.9 139.844  -499.9
140.039  -499.9 140.039  -497.1
140.234  -499.9 140.234  -481.9
140.430  -479.2 140.430  -452.0
140.625  -464.6 140.625  -433.1
140.820  -427.6 140.820  -389.0
141.016  -393.2 141.016  -350.1
141.211  -339.0 141.211  -287.7
141.406  -308.7 141.406  -257.6
141.602  -233.7 141.602  -173.0
141.797  -183.1 141.797  -119.5
141.992  -111.9 141.992   -54.8
142.188   -73.0 142.188   -18.5
142.383     9.1 142.383    72.2
142.578    64.6 142.578   121.2
142.773   132.4 142.773   188.7
142.969   175.8 142.969   219.7
143.164   237.9 143.164   283.8
143.359   276.4 143.359   318.0
143.555   340.6 143.555   373.3
143.750   367.1 143.750   393.9
143.945   405.8 143.945   429.5
144.141   430.0 144.141   447.3
144.336   458.9 144.336   468.6
144.531   462.5 144.531   473.2
144.727   480.9 144.727   480.3
144.922   485.1 144.922   481.0
145.117   481.1 145.117   468.7
145.312   478.0 145.312   461.9
145.508   459.5 145.508   433.2
145.703   443.8 145.703   413.7
145.898   403.9 145.898   362.7
146.094   383.5 146.094   346.3
146.289   330.9 146.289   280.4
146.484   292.9 146.484   245.6
146.680   217.3 146.680   162.9
146.875   185.3 146.875   132.7
147.070   106.9 147.070    46.7
147.266    67.3 147.266     4.8
147.461   -22.7 147.461   -84.6
147.656   -53.0 147.656  -115.5
147.852  -139.6 147.852  -200.5
148.047  -201.7 148.047  -244.6
148.242  -262.3 148.242  -310.7
148.438  -294.0 148.438  -333.7
148.633  -344.0 148.633  -388.0
148.828  -385.0 148.828  -414.5
149.023  -432.6 149.023  -455.9
149.219  -445.6 149.219  -469.6
149.414  -481.8 149.414  -499.1
149.609  -491.9 149.609  -499.9
149.805  -499.9 149.805  -499.9
150.000  -499.9 150.000  -498.7
150.195  -499.9 150.195  -489.4
150.391  -494.5 150.391  -470.9
150.586  -470.6 150.586  -438.7
150.781  -451.5 150.781  -413.7
150.977  -401.3 150.977  -360.7
151.172  -370.7 151.172  -323.1
151.367  -300.7 151.367  -246.9
151.562  -269.2 151.562  -215.9
151.758  -195.1 151.758  -135.5
151.953  -150.9 151.953   -93.9
152.148   -67.3 152.148    -5.1
152.344   -27.8 152.344    34.6
152.539    55.1 152.539   104.2
152.734   100.3 152.734   149.5
152.930   177.5 152.930   226.0
153.125   207.5 153.125   253.4
153.320   271.3 153.320   314.0
153.516   311.0 153.516   343.6
153.711   363.3 153.711   392.2
153.906   382.1 153.906   408.4
154.102   424.9 154.102   445.0
154.297   450.0 154.297   461.7
154.492   472.5 154.492   479.2
154.688   475.2 154.688   481.1
154.883   483.2 154.883   480.2
155.078   486.1 155.078   476.5
155.273   476.2 155.273   456.6
155.469   469.4 155.469   448.9
155.664   445.3 155.664   415.9
155.859   426.9 155.859   392.1
156.055   372.8 156.055   331.7
156.250   347.9 156.250   302.5
156.445   293.9 156.445   240.5
156.641   257.8 156.641   204.7
156.836   185.9 156.836   121.7
157.031   141.8 157.031    86.6
157.227    53.4 157.227    -6.5
157.422    13.0 157.422   -47.3
157.617   -67.4 157.617  -129.3
157.812  -106.9 157.812  -164.5
158.008  -183.2 158.008  -239.5
158.203  -220.7 158.203  -273.9
158.398  -299.1 158.398  -341.5
158.594  -320.7 158.594  -363.2
158.789  -381.1 158.789  -413.9
158.984  -410.5 158.984  -437.7
159.180  -452.9 159.180  -477.7
159.375  -460.7 159.375  -481.6
159.570  -491.6 159.570  -499.9
159.766  -498.5 159.766  -499.9
159.961  -499.9 159.961  -499.9
160.156  -499.9 160.156  -493.7
160.352  -493.1 160.352  -471.4
160.547  -479.5 160.547  -452.8
160.742  -443.4 160.742  -405.0
160.938  -423.4 160.938  -381.0
161.133  -370.7 161.133  -319.1
161.328  -321.7 161.328  -272.5
161.523  -269.0 161.523  -211.5
161.719  -224.6 161.719  -172.7
161.914  -151.1 161.914   -92.1
162.109   -99.9 162.109   -44.7
162.305   -18.5 162.305    39.2
162.500    19.0 162.500    75.6
162.695    93.3 162.695   147.6
162.891   151.5 162.891   201.1
163.086   214.6 163.086   261.8
163.281   244.3 163.281   286.9
163.477   309.4 163.477   347.5
163.672   352.7 163.672   383.5
163.867   395.1 163.867   419.8
164.062   416.4 164.062   436.6
164.258   443.5 164.258   461.3
164.453   462.9 164.453   474.5
164.648   477.1 164.648   480.2
164.844   482.7 164.844   480.7
165.039   484.4 165.039   474.3
165.234   481.4 165.234   467.6
165.430   461.9 165.430   437.1
165.625   451.7 165.625   424.1
165.820   419.6 165.820   383.7
166.016   392.1 166.016   353.4
166.211   343.5 166.211   294.5
166.406   308.5 166.406   261.1
166.602   245.3 166.602   186.1
166.797   196.3 166.797   136.9
166.992   112.2 166.992    50.2
167.188    72.0 167.188    13.9
167.383    -6.3 167.383   -65.1
167.578   -55.9 167.578  -113.7
167.773  -144.7 167.773  -196.3
167.969  -175.6 167.969  -224.0
168.164  -246.2 168.164  -294.9
168.359  -288.7 168.359  -328.7
168.555  -351.4 168.555  -390.0
168.750  -374.7 168.750  -407.9
168.945  -424.1 168.945  -450.0
169.141  -453.1 169.141  -470.2
169.336  -480.3 169.336  -493.6
169.531  -492.4 169.531  -498.5
169.727  -499.9 169.727  -499.9
169.922  -499.9 169.922  -499.9
170.117  -499.9 170.117  -488.2
170.312  -498.0 170.312  -476.6
170.508  -473.6 170.508  -443.6
170.703  -449.6 170.703  -413.8
170.898  -408.9 170.898  -363.9
171.094  -382.9 171.094  -336.8
171.289  -316.5 171.289  -263.8
171.484  -278.3 171.484  -219.7
171.680  -196.5 171.680  -136.1
171.875  -164.7 171.875  -101.0
172.070   -81.1 172.070   -27.7
172.266   -38.7 172.266    25.1
172.461    44.1 172.461    96.8
172.656    87.4 172.656   141.0
172.852   163.1 172.852   216.8
173.047   211.2 173.047   256.3
173.242   276.6 173.242   313.6
173.438   302.6 173.438   335.7
173.633   356.9 173.633   387.2
173.828   387.0 173.828   409.5
174.023   426.0 174.023   444.6
174.219   442.5 174.219   455.0
174.414   463.5 174.414   470.8
174.609   477.4 174.609   480.0
174.805   483.2 174.805   480.5
175.000   485.0 175.000   478.7
175.195   479.0 175.195   463.6
175.391   472.5 175.391   453.9
175.586   445.9 175.586   417.7
175.781   430.4 175.781   399.2
175.977   385.1 175.977   345.3
176.172   352.5 176.172   308.9
176.367   294.9 176.367   239.5
176.562   259.6 176.562   215.9
176.758   187.3 176.758   125.9
176.953   146.5 176.953    87.2
177.148    53.4 177.148    -5.2
177.344    18.6 177.344   -40.3
177.539   -63.2 177.539  -119.3
